index,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
13887,3472,2.0,1.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-08-30 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9.0,15,0,24.0,3,20,3,2016-12-31 00:00:00
13892,3474,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-12-16 00:00:00,Resignation,Salary,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2015-12-31 00:00:00
13893,3474,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-12-16 00:00:00,Resignation,Salary,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2016-12-31 00:00:00
13894,3474,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-12-16 00:00:00,Resignation,Salary,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2015-12-31 00:00:00
13895,3474,4.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-12-16 00:00:00,Resignation,Salary,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0.0,21,1,9.0,3,8,4,2016-12-31 00:00:00
13896,3475,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-21 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2015-12-31 00:00:00
13897,3475,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-21 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2016-12-31 00:00:00
13898,3475,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-21 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2015-12-31 00:00:00
13899,3475,1.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-21 00:00:00,Resignation,Salary,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1.0,19,2,14.0,3,13,3,2016-12-31 00:00:00
13912,3479,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-09 00:00:00,Resignation,Others,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2015-12-31 00:00:00
13913,3479,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-09 00:00:00,Resignation,Others,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2016-12-31 00:00:00
13914,3479,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-09 00:00:00,Resignation,Others,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2015-12-31 00:00:00
13915,3479,4.0,4.0,4.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-09 00:00:00,Resignation,Others,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1.0,12,0,7.0,3,7,5,2016-12-31 00:00:00
13916,3480,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
13917,3480,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
13918,3480,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2015-12-31 00:00:00
13919,3480,1.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Salary,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1.0,15,0,1.0,3,1,0,2016-12-31 00:00:00
13920,3481,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
13921,3481,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
13922,3481,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2015-12-31 00:00:00
13923,3481,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4.0,13,0,5.0,2,2,2,2016-12-31 00:00:00
13928,3483,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-06 00:00:00,Fired,,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
13929,3483,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-06 00:00:00,Fired,,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
13930,3483,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-06 00:00:00,Fired,,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2015-12-31 00:00:00
13931,3483,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-06 00:00:00,Fired,,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1.0,14,0,1.0,3,1,0,2016-12-31 00:00:00
13932,3484,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-05 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
13933,3484,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-12-05 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
13934,3484,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-05 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2015-12-31 00:00:00
13935,3484,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-12-05 00:00:00,Resignation,Others,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3.0,14,0,5.0,3,0,0,2016-12-31 00:00:00
13980,3496,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-04 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
13981,3496,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-04 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
13982,3496,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-04 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2015-12-31 00:00:00
13983,3496,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-04 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
14040,3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
14041,3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
14042,3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
14043,3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
14044,3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
14045,3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
14046,3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
14047,3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
14052,3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
14053,3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
14054,3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
14055,3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
14072,3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
14073,3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
14074,3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
14075,3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
14080,3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
14081,3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
14082,3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
14083,3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
14096,3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
14097,3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
14098,3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
14099,3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
14124,3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
14125,3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
14126,3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
14127,3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
14156,3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
14157,3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
14158,3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
14159,3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
14168,3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
14169,3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
14170,3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
14171,3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
14184,3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
14185,3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
14186,3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
14187,3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
14212,3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
14213,3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
14214,3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
14215,3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
14296,3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
14297,3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
14298,3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
14299,3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
14372,3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
14373,3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
14374,3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
14375,3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
14380,3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
14381,3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
14382,3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
14383,3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
14388,3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
14389,3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
14390,3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
