employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
3496,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-04 00:00:00,Resignation,Others,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7.0,14,1,21.0,2,18,11,2016-12-31 00:00:00
3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2015-12-31 00:00:00
3511,3.0,3.0,3.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-07-17 00:00:00,Resignation,Others,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1.0,18,0,0.0,5,0,0,2016-12-31 00:00:00
3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2015-12-31 00:00:00
3512,1.0,1.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-02 00:00:00,Resignation,Others,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0.0,14,0,6.0,2,5,0,2016-12-31 00:00:00
3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2015-12-31 00:00:00
3514,3.0,3.0,2.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-04-08 00:00:00,Resignation,Others,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1.0,17,0,2.0,3,2,2,2016-12-31 00:00:00
3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2015-12-31 00:00:00
3519,4.0,1.0,1.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-10 00:00:00,Resignation,Stress,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1.0,12,3,11.0,5,11,3,2016-12-31 00:00:00
3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2015-12-31 00:00:00
3521,3.0,1.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-11-09 00:00:00,Resignation,Salary,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0.0,16,0,22.0,3,21,13,2016-12-31 00:00:00
3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2015-12-31 00:00:00
3525,3.0,4.0,2.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Stress,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1.0,13,0,1.0,3,1,0,2016-12-31 00:00:00
3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2015-12-31 00:00:00
3532,1.0,3.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-11 00:00:00,Resignation,Others,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8.0,15,1,7.0,3,4,1,2016-12-31 00:00:00
3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2015-12-31 00:00:00
3540,3.0,3.0,3.0,2015-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-09 00:00:00,Resignation,Stress,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2016-12-31 00:00:00
3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,Activo,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,Activo,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,Activo,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2015-12-31 00:00:00
3543,3.0,4.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-08-11 00:00:00,Fired,Activo,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,2016-12-31 00:00:00
3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2015-12-31 00:00:00
3547,1.0,1.0,1.0,2015-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-02-28 00:00:00,Resignation,Salary,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,2016-12-31 00:00:00
3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2015-12-31 00:00:00
3554,4.0,2.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-20 00:00:00,Resignation,Others,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,2016-12-31 00:00:00
3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2015-12-31 00:00:00
3575,1.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-09-13 00:00:00,Resignation,Others,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,2016-12-31 00:00:00
3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2015-12-31 00:00:00
3594,3.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-08-27 00:00:00,Resignation,Stress,25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,2016-12-31 00:00:00
3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2015-12-31 00:00:00
3596,1.0,2.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-15 00:00:00,Resignation,Others,45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,2016-12-31 00:00:00
3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2015-12-31 00:00:00
3598,1.0,3.0,1.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-19 00:00:00,Resignation,Stress,21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2016-12-31 00:00:00
3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2015-12-31 00:00:00
3611,1.0,4.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-02-14 00:00:00,Resignation,Others,44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,2016-12-31 00:00:00
3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2015-12-31 00:00:00
3615,2.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-05 00:00:00,Resignation,Others,29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,2016-12-31 00:00:00
3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2015-12-31 00:00:00
3622,4.0,3.0,3.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-09 00:00:00,Resignation,Salary,32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,2016-12-31 00:00:00
3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2015-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2015-12-31 00:00:00
3623,3.0,1.0,3.0,2015-12-31 00:00:00,2,4,2016-12-31 00:00:00,Yes,2016-06-01 00:00:00,Resignation,Others,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,2016-12-31 00:00:00
3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2016-12-31 00:00:00
3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2015-12-31 00:00:00
3629,4.0,2.0,3.0,2015-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Salary,40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,2016-12-31 00:00:00
3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2015-12-31 00:00:00
3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2016-12-31 00:00:00
3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2015-12-31 00:00:00
3630,2.0,2.0,2.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-10-28 00:00:00,Resignation,Others,52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,2016-12-31 00:00:00
3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2015-12-31 00:00:00
3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2016-12-31 00:00:00
3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2015-12-31 00:00:00
3635,4.0,2.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-01-18 00:00:00,Resignation,Others,31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2016-12-31 00:00:00
3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2015-12-31 00:00:00
3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2016-12-31 00:00:00
3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2015-12-31 00:00:00
3636,1.0,1.0,4.0,2015-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-07 00:00:00,Resignation,Others,44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2016-12-31 00:00:00
3649,3.0,1.0,2.0,2015-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-03-29 00:00:00,Resignation,Others,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,2015-12-31 00:00:00
